payment_id,type
e76fdcfa-bb82-4b5e-b9f6-a4e49d1c0290,UPI
c87eacc7-b0a1-4203-b8fa-67c3704f0bc2,wallet
7f3c961f-f21f-4a9a-9521-9bd7b905bc21,card
6aabffe8-ed3d-4783-882e-e2352e7d86d0,UPI
412380ca-7439-4a9d-9f67-cbb700a015ea,card
c07d395e-27d6-4fb3-9750-3b1558d006ac,wallet
09704836-3cc2-4484-919d-ee7496678689,card
9646b6fc-0408-44a9-916d-b064859a1cd7,card
d3ab36ae-668c-49a4-8549-8ab6b22d4766,wallet
001865ca-2e7f-4c2d-b48a-8ff2967720e9,wallet
6ff58142-2491-49cb-bc7e-ba7423e0a91e,UPI
d8f45715-6587-44e6-b65f-f4d2b9f87de9,UPI
06f1a475-e6c1-45c6-a006-21548035cf48,UPI
d39c3a7f-2657-4b51-8cd8-5a41601f71ed,wallet
97807b4c-6a6a-4447-9364-46f64aa0a37a,card
8f4a7a44-6308-4458-a977-5ffa23dc7529,wallet
dff68579-3a3e-4d5a-bffa-803df1ae053f,card
316e5776-4573-4f7e-956d-6ddde8308b83,UPI
b9a36ea7-f966-4e34-b3d6-e6ac46715789,UPI
b848e425-e1d9-4b29-b645-fe544ecd7b2c,wallet
3fcbb65d-7578-4897-a47e-9a8cc505ec03,wallet
2d168191-ff77-49e6-8578-6a641c1288be,UPI
6fc84a70-7467-4e47-89d9-05189f4bc52f,card
46f6dad4-7b17-460b-b7e9-9b77de32aa1b,wallet
fb2c023a-2e95-4eb0-8161-35e09c35e350,wallet
2b2adddf-0710-4455-a867-9526be4a9ab0,wallet
68c5e0e3-bf4b-4da3-ae5a-d411620ad6ee,UPI
4e70d01b-0ca0-488b-a2f3-5a370fd9e93b,card
5e15b424-6478-49ff-a50d-74646eebecd9,UPI
41200e1c-c380-44d4-86dd-bfa79d2c9083,UPI
91ea7d8f-128d-4c17-b399-f3ebbeff8b3b,card
52141af2-934e-4a20-88d3-7fbda6d4f447,card
585f8a9e-630c-4281-83cc-3f87a06435d8,card
0d41fcee-5e16-4d9c-bcfc-1aec71dabc7b,wallet
430247fb-e24c-4481-890f-07adc909221b,UPI
6bf4b4ea-7ce5-4077-bcb8-fe30370a62cf,UPI
5476fe63-5ab4-48f0-ba32-f8bf380b8b41,UPI
10caba09-532b-4781-aef2-8d29f71a01e2,card
52ed2f85-4d87-4c64-aac6-7586b63d6781,card
c9a9090a-2c56-42b8-ac1e-13ca50c24a32,UPI
d7990d1c-1d2b-4f43-a479-2907ccb7bee3,card
b4b5fc72-69c4-4038-9203-0c018d4f43a3,wallet
ea76106c-0159-4555-be7d-ae1072e4ccdc,wallet
d4ffd2c9-cc4f-4a64-88e0-d730780bae80,wallet
2af00e56-22b1-4c7d-aa80-7f6445eb2e09,card
e352e829-1042-4a79-a42f-ef21dacb5806,wallet
618ebbb3-096c-4f00-93df-633e5e414794,wallet
96a2370b-6cdb-4793-b1b2-8f07e310c99e,UPI
a26feefd-30e8-48a0-88f3-f37e96e74a2b,wallet
bb34e309-f572-42a8-98de-c7b5a001befc,wallet
ed65519a-a525-40be-b3b1-e6ef9ad7cbdd,card
a2ac38d4-a7a3-49dc-98a7-8c8d0f108e6a,UPI
2115ddbf-c037-4e96-b0b5-80a0d87bf4bf,UPI
659cad8c-cbcb-4161-8259-fa0b11e638dd,card
c9dbafe5-e20e-4dea-a8c9-10226b81deea,UPI
2cf295c8-ff6b-433a-ba9e-614620c516a3,wallet
06affbf7-6fc6-4d2d-902b-9859d01209a4,UPI
1fa1f6ec-3e5d-425d-a2a4-2c2480e6611a,wallet
9423a798-2b68-41e2-97c2-2cae1cf2062f,card
56492c05-0087-42dd-8d23-884a0091c6f3,card
436e9dda-f876-4f52-9f1e-a7d79b19af61,wallet
01f6cdda-9a37-4a08-b8af-3f66bf972ff3,card
62509257-d658-4c3a-90c2-222b8bc036ea,wallet
bcdcb9a3-73bc-4fb3-ae6c-035c99006627,UPI
adc0b024-61fc-4641-affb-57bfb2f29e7d,UPI
1457f6f0-6f46-4f34-919f-fadc611e9b5c,wallet
2690d18f-8378-4f3b-81b5-969dd6631ac0,UPI
b4c7e99e-cb9b-45db-a7b5-6b69d6fcf03a,card
f7c73723-c773-43ed-84a4-c886a609c3c9,UPI
785663d3-41f2-4b44-9daf-346b20527bb3,wallet
d3627767-3ced-4a0a-8491-1bac44d3e51d,UPI
d60c3663-ee19-4cd6-9e5b-a31deb1ee251,UPI
97b6a9bb-40b9-4c4c-a33d-c7bf74b9dc2f,UPI
6dcaa66a-50f6-43d2-8e82-5e3d02e76a96,wallet
05c34220-aef6-4c00-8a0f-11ec2d76f2f3,UPI
3dcfa08e-1f2e-44bc-aaed-f31ee6bfa627,wallet
2021a6e2-5fc8-4f22-91bd-09aae91b22d6,wallet
4e0fed59-0b70-409b-be1f-a451791ff146,wallet
42114e53-2a56-4a69-ae1b-bfe17eedd483,card
b5662947-385d-4255-a11d-d701428f51b1,UPI
e4e0efb2-1409-4bae-aa77-27912e8f4a82,UPI
0570f3fe-224a-416d-8a72-3035088a1ec1,UPI
a56658ae-4d6a-4e90-9f1f-6c6c476e80e0,wallet
4d1186f9-52a1-4f5b-8f32-1be5d7444ec6,UPI
2e2eccf1-a7c3-473b-b5bb-ba8376db52af,wallet
d1306026-0552-42d3-acd6-1de7ea39db8e,card
059e8853-e5dd-412a-a2be-09f0acb860ea,UPI
75d9e362-c027-42f1-85a1-8cb25707c2a2,card
81300a65-d0a0-4293-997f-7e5ff7ad9dcb,wallet
8b3adf32-8b84-4c3b-87fe-5017b22b424c,wallet
9dbdddf1-f7a8-4042-8230-c57782b97c70,UPI
b93caf7f-40dc-42ec-9005-8e32ebb9a150,card
e9532dfc-ca7f-421f-a595-4dde0e0e51d7,wallet
2c31710a-f553-4f88-b723-5e153ba52777,card
f863dbff-f151-428a-b849-3c6a9c9b4065,wallet
d307f2d0-21c0-473f-9a19-0c4ffdc92e25,UPI
f457c98d-afb6-4430-a444-85525311a424,wallet
941decc9-7b9c-4776-be1b-1dc7665507f4,UPI
a1c90ea5-ab58-472e-bd2e-f450198682d9,card
dd22a400-5463-4db0-8b95-f352b5f15eb0,wallet
6ad56119-e7b2-42b5-9c9d-2059c2bf30eb,wallet
e878e4d9-0c63-4d7e-a42f-70b4f6d04a59,card
0afca283-bddc-4162-8e5e-0224a21020f9,card
a5e912a8-c0b5-4816-b122-a3af1fc527a7,UPI
b14637c9-c2a2-4715-b634-34b2e314369d,UPI
1e089ece-fc37-4122-81e0-5dc0bf1161e6,card
9a8642ab-3eec-406f-8266-938d41c43b8b,UPI
c6e6d15c-9535-4799-8c94-8c3e6f698c09,wallet
a3c24e02-1daa-4251-8559-66cc9c25e50d,wallet
bf332db0-4c73-4d62-bfdc-eb42fa48c415,card
105ea2a1-c7e1-4f73-8421-e06b5bbe3d75,UPI
89a38bec-d2f6-4cac-b63f-e001fd8221b6,card
c33e2955-fca5-43ff-894f-7734081e92a8,wallet
ec2e0114-78c7-49f4-a863-a1398e7a573d,UPI
b70a7fae-92f0-4ddc-80f6-2583743234bd,UPI
34741584-3359-4faf-8024-89ef0dd8afc9,card
f876619d-7ef8-42f7-8099-b042b46ea9fe,card
a073d7f0-64b3-475d-b7b9-b0d2bcb03ac4,card
a9b9e5cb-2762-4398-94ed-fb3e65696a80,card
1c7ed42e-c450-4c8c-8afa-854365992045,wallet
2b0bb6af-6bf2-428b-8d3f-b8b1623a8505,UPI
b02342b4-dfcf-4cca-8ccc-fe73d6c4ff19,card
d1628f91-dfba-46cd-abc1-09c9532fbc12,UPI
9b791348-68d3-4232-b7b1-9fb3c6639958,card
f64dfc28-7919-4e05-96c1-01377068d3cf,wallet
7e465f21-09d4-4770-b89b-698174289a0d,card
27004a0d-c472-4264-ba22-2b9cb741b9ed,UPI
43138d5a-2461-4b60-aea7-df616cec8328,wallet
0d6131e4-7726-428a-b620-d8081eaaa748,card
00d6c0fd-583c-4e19-84b7-b7e353654d75,UPI
ba834602-562e-4795-b146-db5e1b7a5aa7,card
9aedf00d-3562-42d4-b5d6-74949192606c,UPI
ddfe6c63-36ff-4e34-b70e-867943b92aba,card
5d0baa15-76a0-44fb-8c82-c75c73b8ab61,wallet
0a11b9be-0ffd-4b72-8be8-7bc4d1b958b3,UPI
725c4783-0c8e-4402-a744-2b87fd537c6c,wallet
9d91b8d9-05a3-4ec3-ae23-cf348a871e07,wallet
868e512a-7e97-42e5-afc2-da0b8bd767f9,UPI
ae16f220-349b-4aed-abb9-27925c9dd33f,wallet
dceda351-6ccc-4f90-bf84-d88885c8c932,UPI
26c2f03f-9d45-4bd8-ad13-5c241d6399f3,UPI
2dc4fb56-18d1-41e9-acb7-ea4b340a7e8b,card
bf5fa2fe-d101-422f-8ca7-bf80f4d060aa,wallet
ff5a1c83-3e04-4c65-aadc-34c6d1dd9f06,wallet
af893144-5cd0-49eb-abdb-042e3a93d240,card
a1095045-4f14-47a0-810d-2ea5abe51c76,wallet
eefb2191-017c-4cab-8215-ebb1737ccdf4,card
815aca78-fbfe-46dd-b762-2229de2f1820,UPI
3cfde1ee-bb89-4924-bfa2-800372773665,wallet
0a9004f7-0c3b-46a3-a97a-637c63d284ed,card
65883e9e-9259-4ba1-8e2a-e31e7412574c,wallet
c7188bbd-bb79-4b01-a1cd-9848508a3420,card
d38855aa-59d7-4eb7-9887-1b01900e212b,card
002db5af-8b04-4bbf-b130-97216607190a,UPI
259ad029-92b6-43b9-8d25-624185166ca9,card
61c59be6-f01c-4119-8844-db1dbf4ad83c,card
68bbad10-baea-4a8b-8581-b8b7ce3477cf,UPI
5d1f329e-969a-4824-8f95-94ecaad228f3,wallet
19eb44a0-ea11-44d2-85d1-777a31ba6aaa,card
3891bdad-11aa-4e86-8a45-a84fd7c57389,UPI
53a705df-ea86-4f64-80fa-aed4c4235c42,wallet
b7b115ab-faee-4199-8edb-b81b3ebc9600,card
003a3ff1-7b58-4ce1-b6ff-c9ae59d9a19d,card
2e73c476-7b28-42ac-ac13-a84b8652223c,wallet
45e12cf0-5ec5-47fe-84ea-3c97edc740f5,card
c2c03aaf-37bb-4ecc-a496-dbe030370f91,wallet
62789567-cdf6-4095-a767-87de890b89f3,card
ca927684-2f92-4b54-a274-2886acacbc60,UPI
57a8db1d-451b-49ee-8d43-20f2329cd02b,wallet
e3b5146c-a87f-4d97-9ecb-4e280ea601e4,card
648611a9-c5d9-4bef-9879-9a918fe2eb2b,card
23051a48-b1cd-4e7b-be3f-4c3f7362fc10,card
3f5b373d-f531-4294-985e-d1c1c520f374,UPI
6b0d2261-7c5d-41b3-b1f7-a4c3dfa01421,card
33d38e7e-5773-402f-97e6-e82d8e34d9ff,card
8a25ccd3-2523-4da2-b3f1-129f977d4c6e,wallet
030a1790-979e-482e-a854-361b66efddaa,card
8b4dc5cb-e27c-494b-b54d-30a0f902b37a,UPI
17ddfdee-02c6-4e6c-864c-69ea126aaaf0,wallet
f7c448e4-71e7-4493-840e-c52574174283,wallet
0b20ac7c-c3c7-469f-a4f0-f120278b001a,wallet
63a4c25e-6438-4b09-ab28-6673553d09b2,UPI
e674e26e-7046-42ce-87da-1c2f36ce4c54,UPI
4476c7de-0d41-46c6-b14f-f73aad7797f2,wallet
b4d979f5-281e-47cf-b9ef-510785df1fd0,wallet
90bdb184-86e6-428b-8c6e-399b1468aeb8,UPI
426e8d7d-1780-45c9-bc7f-1b2b0ec85a54,UPI
46a91178-1f3f-498e-9cae-de177023b8a0,card
5ca6c345-e891-4d11-aa88-8f842831b07f,wallet
4eb1b066-9a7b-4e80-9da1-cb924d2c75f7,wallet
d1b72628-c573-49cd-ab2e-95b75ecd94cb,UPI
7c40ffc5-58f1-4ac8-900a-a17f34ee1520,wallet
efe8f812-2f0c-4ee4-8db8-29ffbe9f6499,card
b2833e7b-da21-4d82-90e5-42b97d250c0e,UPI
5e7251d9-fc73-414b-9de2-27053d2589f6,card
f35751d9-d845-4fc8-a027-9e75ee088f54,card
82267126-6841-4fa1-9d54-1e375e50a334,wallet
29bf644d-b888-4005-b7d9-f06ad86745b0,card
a4664b3a-7a68-4b0c-9f36-9da2a6bee5d2,UPI
7a000fbc-a196-4573-915d-d11090944cdd,wallet
0df07570-5cf8-49f8-b0a7-bc83f57da6d6,UPI
4d70880b-ac17-49b4-afc5-c08ba2519be1,wallet
7464b00f-4e07-44a1-a791-fe8dfd73e697,UPI
6421c04c-7fda-4e52-9935-3cd0bb2a2223,wallet
b2b1de98-a262-4b09-8351-a6a2eea6e734,card
597f3200-310d-4d8f-ac11-ef47b8906e9e,UPI
bf9b7b9e-d5f9-4206-b104-79475129d914,wallet
98f17e8b-31ac-496b-9406-5f809a4df6ab,UPI
d56369f3-03cd-4bb6-98c2-d3d1b21be456,card
e9af4a22-d484-4b9e-99b5-c09cf2b34fe0,wallet
5e883eb3-42fe-47fb-82ad-de37a11f015d,card
0b48a8bf-2cd5-44a6-ad31-a90444b3bac8,card
c0b58a25-e38a-42fc-93e3-90c810330487,UPI
8d48de70-bf4b-4eb5-bc88-211877963ebe,card
087adf7e-3134-4406-8ec2-881244c505d8,card
e76408df-bb8b-4ecf-8020-111091e658c3,UPI
168dc55c-5849-4c1c-8817-05529f92059d,card
c46f7318-f25b-498c-a0fb-635f50bfcdda,UPI
47462445-8646-47da-b113-3d9f32d149b2,card
8c856c1c-5aa4-4dcd-836f-6739355371d9,card
5b0a2fcf-0162-43d8-980f-2e1a4655260a,wallet
5eaa821d-0ba1-4a31-8761-77c602d0e1d6,wallet
51315eea-8516-4d57-b82e-8dde1a76a667,UPI
2d1f4635-df63-404b-983e-873948041a89,UPI
ebe2d0b5-d669-4a1a-9f61-3b805264e157,card
2e497416-50fa-45df-9703-5e98fd5201f8,card
019a44dc-a75b-4bd7-abf7-abf12823be7b,wallet
c4bdeb9c-b3fe-4d18-bf3e-c165f074a34a,UPI
76eac939-87d5-4632-a5d8-d90788f611cf,UPI
e75e8a55-2813-4f6e-b151-c9df230a93db,UPI
8af29b70-657c-413f-bd4f-dafb1207488e,card
0e54be7a-c763-4caf-8682-1dbf7ebae0c4,wallet
e70b469a-2281-4c02-a486-ca9f81da0940,UPI
e2b40fab-26fb-4658-87d6-e08fb47bcded,UPI
8358b615-cf02-4a64-9da3-e8abdbc5fa6a,wallet
e1d5d139-a72d-4c75-a3b0-d7b8d9e94ec4,UPI
3af8332e-5163-4efe-a409-2c28ad6b92ac,wallet
7baaff4c-576e-4986-a46e-05104755028d,card
4adb3d4c-9405-4080-a26b-107010e736cd,wallet
97f97f72-763e-456f-b92e-ddd1d8dacdca,UPI
2dccb876-b731-4042-ae44-0090189f59bc,UPI
ed682c0b-5836-4a10-9b51-033054b561c8,wallet
679b53c6-433e-45f4-b069-18cd7e8265d6,card
aa929d5d-1848-455c-b0f7-85fc873f683e,UPI
820ce022-f97c-4904-9022-94f35bd713db,card
8bc82bee-9db2-401b-b628-a687d5b83e80,UPI
a58992ac-7f0b-422b-a93b-d51ad27972ac,UPI
ce225801-c19b-46cb-8127-3461c6ccfe05,wallet
89bdd45a-3e68-425f-ac2c-6d6e63bfe5ec,UPI
21102f31-7bf0-461c-bc8b-473378ed3301,card
ea4febc1-3bc9-492f-ba33-704a8bc08467,UPI
505d41a8-4c58-4078-b5dc-a85fef009747,UPI
1b1a7814-1dd9-4a85-beef-3c9b32e3a6f0,card
d7d91dd4-fc3b-405b-8587-9e56eb715aa9,card
7db21f08-ab49-481d-91ed-32694da90cd5,UPI
9ef7b8e6-5dfd-4a90-916c-31b792050a77,card
2bc6d904-4280-4a28-9d13-86a4f94c389f,card
3b6e72ac-1d94-470d-85dd-4adf977b9e4d,card
578c6852-a19c-44f7-a477-36165f9dc617,card
57c8abf5-187b-4849-af87-67bd6834c4b6,wallet
cd2af5d5-5f09-4d2d-bdf1-4b870b1eb942,UPI
f8d2fc39-c61e-48e1-a2b6-a270b6bc03fe,UPI
edef86b9-149c-4dd4-a1c7-9ad43f2a6b84,wallet
1e7de30b-f13a-4f15-83d6-b3dbd6eb33b3,UPI
2dde3762-3937-4fd8-8ecd-7e60108aa79c,wallet
ac37f4f3-6cfe-4852-adc7-ff8c5c849e58,card
2ab8c5c5-d29b-4f24-b776-cc917d1fb832,UPI
331ff74c-e65c-42a9-b792-0f45187500d2,wallet
02196c48-2c2e-4840-a771-e2bcd6cc6847,UPI
03bda0d3-9b5a-447e-a55c-caa938b85873,UPI
c73f98e9-af99-4b07-b8e4-31db84309ad5,card
2438e87f-4655-42d9-a416-ac402a4948f9,wallet
873f9192-0f47-4e36-976f-c393904df951,wallet
b13b5c39-f998-491f-932c-23b4f719a6c6,wallet
608a6a18-dff3-4444-aeaa-9b5939388e8e,card
d0048f38-ce7f-4125-a578-38eb23bf2c18,card
9af151ac-440d-4408-8ccb-1ebfba66c846,card
1d36bd5b-f37f-4003-a739-add33bc9be86,UPI
69a1ce01-9f00-4921-b804-f29b09013a51,UPI
9b0dc3f6-9e2e-4775-b266-1e6955a21c13,wallet
a79020bc-a4f8-458e-8cc9-ee19d0208a2d,wallet
6ae07588-727e-409b-984a-60a2d453ee05,wallet
a456fc3c-0036-42ae-91c4-60e133414549,UPI
a437207d-ace2-4be3-8307-583c8d3f249b,wallet
143d91b0-76e9-4a09-a7a3-ef24762ce49d,card
f5cdd09d-61e8-43ae-af4c-53cd7861910d,wallet
240b7395-5331-411d-82ab-e2ba12059d1a,card
55bd6430-95e6-4804-a8c1-35aa4daa8304,wallet
1869b7f0-77cd-466f-b83d-4f04be22b9b4,card
71696005-1a6b-42a3-99ab-629241a5296e,wallet
8d36b4ff-6239-4a3e-9e80-4c4a496f959f,card
5bc6918f-0263-4103-bed0-87385e2bcb5b,card
885299de-6c91-4f25-b7eb-41f5c06b961a,UPI
c6db81df-4d0f-403b-b49b-d39dd07ebd4a,card
786635ed-13c8-462a-a6de-087deb477c7c,UPI
5e1ec7e9-f990-4f24-b207-6e9ffb7bffa7,wallet
840e978b-2804-4b13-9a72-9093f18f3040,UPI
8dede0cd-fccd-41cb-99da-2d4104a123a3,UPI
979671ee-9e04-4575-974b-5aa4e74faf60,UPI
7af11391-81c8-4724-b884-9a822736e5ce,card
5b0f896a-9fad-48b3-916c-4c297b88d90a,UPI
186b7c04-bb3c-4988-b37e-339dac7f8ead,wallet
7af80df4-117d-4fa4-aebf-cbf4411e31a1,card
a6ef1913-6779-45c8-a14a-694dd5a2132b,card
71e39e11-b63d-4ed1-9c82-a41eabe88374,wallet
b0deac94-563a-44eb-845f-8f7a80c5939f,UPI
0c9e4aab-f804-467c-ae8a-28de73c7d1f3,card
9f3e016c-0046-4fe0-9c61-8b5a12e480d4,card
5e4e0ae4-6a53-4a58-bb2c-6b5267e3eeb8,UPI
70658719-2518-4978-a897-cb2086fafeca,UPI
a6d219cf-0deb-4ae1-8026-1725e2abe9af,wallet
9343b83a-49be-4451-a6b9-bc5c58663e1f,UPI
14796a64-7e1e-4029-a9a8-f9c93550d9f5,UPI
722a7ea1-1dce-447a-8a50-ca2c419583d3,wallet
