device_id,device_type
c80cad09-3d6f-4d6c-8415-1d88e8cc1b17,Android
8c605e4e-4423-4b08-aeb3-36a98f689ec6,Windows
7ca70656-8893-4240-b59a-6214447effa7,iPhone
6a2c2a6a-5774-4a3b-b1ef-d45a5d42c03f,Mac
d6a047ed-38ca-43f2-9929-b765bb736111,iPhone
41781c59-477e-4a0f-ae27-11940cd8d73e,Mac
7ead59dd-0f78-404d-9a3e-0f6955af760d,Windows
a29a91d8-0433-4189-8184-2197a5410f08,Android
19fcbad9-2eec-4cfb-a328-c8d44f1a9ef3,iPhone
fa607182-0c10-4a17-addd-5b28c68f4901,Android
0897feee-94f6-4254-99b1-f92722a3fa8f,Mac
336fc0ec-e04e-4e8f-90ec-54c64366ea44,Android
72c602a6-c69a-4976-8117-7975fedb744f,Mac
e458f05f-cc36-4cee-8047-9f6ecb8d95f9,Mac
ba8c68cf-7e9e-4644-8005-8f8daa60759d,Android
eee4caba-7b1c-4f4d-b442-33e9a7e2c387,Mac
244dbc35-00f7-4789-92f6-669bb23eb68b,iPhone
fdee78a5-c8f2-46ac-9dd2-4e1378662cd8,iPhone
584bd73f-504d-47ef-9db7-11e10969713e,iPhone
20266eb0-457e-44a4-be13-f929d6140d27,Windows
ae210c29-5197-4557-8810-715afc775fce,Android
de1970cd-932c-4590-905a-0fc9171a99bb,Windows
7c85e6b8-6855-4a01-aa82-60baf2e190bd,Windows
20b4757e-243b-456e-a55a-e165ef24d193,Windows
727b3aa8-0383-4513-ab76-168f6ea7293e,iPhone
afb79376-d139-405b-86e1-810ede924090,Android
4ef579ee-8e51-456c-9084-de6f998d2acd,iPhone
cc137bd7-982a-4da7-9669-97e5d93ba0b5,Windows
f904912d-76ee-40bf-b2f5-5d8b3e39f1f9,Android
f5204dd0-0818-4dd6-8c8d-4f6a94829361,iPhone
742ca278-403c-4cb0-aca2-e5e8ca1abbf8,Android
f0b8340d-7712-44e3-a71b-1443ea8d5da1,Android
a14c031b-d25e-420f-a6ad-c44fe9de3127,Android
3671b659-0f13-4554-bedb-bfa06e054776,Windows
78b33238-d32a-4f06-8d5a-384d08b77c91,Mac
020ebeb6-c84a-4653-84fc-292e98872aa7,Mac
1b64f47f-273f-46b9-bff4-f0565296523e,Mac
a9c1b2ef-11ae-49aa-949a-6a6b338e17bd,Windows
49791f20-0862-4829-a2f3-7c68b109dee0,Mac
c385a29d-dabf-4c73-8693-7f4f35ecbf57,Windows
46ca4100-f9ff-4770-b431-38f1df0fc50c,Android
f19ed5f0-2763-4ad4-b23d-b91f5f71785e,Windows
e7af3138-4949-4693-9a4c-dbabca160a41,Mac
9462e1c9-a70b-4870-952d-91855683c20e,Windows
732bad07-8858-4a24-ae31-cdabbb86ed90,Windows
ba125234-7cbe-49dd-a38a-43f0b18a9f91,Windows
9ca1cae1-99fd-4868-ac65-435fcf5c82e8,Mac
d77aa581-5bdd-45aa-b5c6-17cc9d25b80b,iPhone
0d0007a7-0788-4d4f-8cac-960e06c2f444,iPhone
49d450ae-73bd-4746-b0f2-1d26001147d2,Windows
f0e8d188-e505-4ec9-be0d-9a08ef681922,Mac
e23806a3-f00a-45cf-b724-a91814940624,Android
2d50c5a5-5ce2-4d76-8cd2-6bffb51c5cb8,iPhone
c560b333-16eb-48f7-8d6e-de5c38a20396,Windows
b7358361-cfd8-4ff2-84d8-cf0354f249d4,Mac
27497d04-c399-45f8-a706-eaead6192a17,Mac
9811cfc4-83f2-4bc6-b8c1-89688dcbba29,Android
7c55a1d4-c9d3-4f1f-8f15-cc153601558e,Android
b3e5b55c-837b-4815-84eb-9f118c2d5e29,Android
ed216535-cd3c-4613-bd73-b3f62a7b0356,Android
3a9da750-2acb-4f0f-9963-1b8da8965537,Android
5cd1f5ab-96ea-42a4-9da1-88a01454ab1f,Android
6725fdb1-4c60-447b-ba86-30a9412d87b6,Android
86ba2042-2034-46d1-be97-076b759e3694,iPhone
473a6358-83d0-4772-8b12-166c0ca95c18,Android
59933382-20de-4b8b-9a52-dab2bf4e5cd3,Mac
6b753fe4-e872-4751-9d77-c091ac582eeb,iPhone
56d8277b-5625-41fb-ada6-cdfb65ff4f3d,Android
bdfd1cef-63d0-4108-8b30-6fc6bfd38e4a,Mac
4cf69ad9-95c6-4363-bbb0-35dd0c9c4661,Mac
fd472961-2d7f-4412-861c-6b5b5422541a,Windows
9bc0d6f7-cfb1-43a0-a33c-01a74b255f9a,Android
f4343751-12c1-40ed-becc-a4ddc41bb9d2,Mac
34a7c25c-3b53-430b-9c12-718bd206ecaf,iPhone
45f578ad-b8a7-4939-afef-251990d5094d,Mac
3b03b4b6-7d28-472d-ac34-9598124582ee,Android
fc3a531e-02d1-4ac4-8094-a355b954403d,Android
8d6ca040-7be5-413b-9cdb-81b1ea327705,Android
328d4632-1ab1-4ac0-9a22-29b765702ff2,Windows
e6fb6c0f-792f-467e-9301-aef9954ddf8b,Mac
8289df82-cfea-4bc0-873f-81da320da580,Android
ce790f05-a023-47db-8033-43d95623d000,iPhone
0b2bc36a-12f9-4654-944f-66fc682e188c,Android
fe3d64a8-81f1-46da-8f7f-52dcec57b452,Android
bbb2f3c0-4c86-4b72-aa81-eea3dca768d5,Windows
22ad7ab1-2ceb-4776-a893-4734ce0f131b,Android
6dc85a5c-6eb8-48b7-b8ed-5ffb2af02a97,Mac
5b53f22b-223c-4a3e-9a89-b15c5dc19cf6,Android
87fedd65-52ec-4ac5-b36a-85465f3646e1,iPhone
76a287c6-a2e1-45cb-91e8-3ad659b02223,Android
34323089-6fa7-4930-9a71-3030f7b95a53,Mac
f4ca0177-6280-4973-927d-2ea2b78833ba,Mac
2888adf7-a38f-4020-b2b5-de6d6f48c383,Android
f75cea70-da2a-402a-af69-bce34dc0b24b,iPhone
af68077b-5cd8-424f-a1be-e501f3e4583e,Android
656863d6-05d7-4f74-8451-95f30346fbcb,Mac
e08ea0eb-e4f7-4392-9286-c1f0de05c2f4,iPhone
5170adb1-2888-4431-92b3-df4ebe6896b5,Windows
c05b6696-89c2-4587-a961-611f0072d4fb,Android
359b36d1-67b2-472f-93da-874819d947d0,Android
22326d86-0a43-45bd-97b4-88039ab12f90,Windows
66c41741-080b-4d2b-954c-71b91787c742,Windows
aaa31535-60c8-4f75-a396-5ba51e26cd97,Windows
66cbf1c6-fc3e-425b-8885-6e07a36771e4,Mac
a1028693-3cae-4eac-8a2d-45c64c76bd27,Windows
696047a2-74a3-4825-bdc3-34081bbe3850,iPhone
e35cf090-c541-4d63-8713-bfa5aaea66ca,Mac
6b42e80c-8040-46fd-ba39-24a1b74810c0,iPhone
7367b425-1af6-4b9a-bbf3-df9618b75425,Android
fbe2a20c-bc53-4cfd-9e34-4a1b1ca9cd39,iPhone
66bc0622-71e0-49e7-8aee-b66e5f1cc93c,Android
f90ac269-dc49-4645-bd58-7143d76c7b81,Android
201e65f5-227b-44bf-9b92-e119a6147bcc,Mac
f1d218ac-52f0-441f-858c-99fc1bfdf7a6,iPhone
d17faed3-ff9b-4b89-ac63-1984c8fc00ac,Windows
1d6a0351-10bc-4d95-8a08-aba18fea0a3d,Windows
42fce350-ed5b-4767-aa8a-c813029ca143,Mac
a6ab7883-742b-4684-8c28-46d2775e6ca4,Mac
faf08a77-4b77-49d3-8a91-2a23997e7857,Mac
3854865c-1dcd-42f8-84c1-78384f8ab642,Windows
8e739787-1227-4791-b047-c5f2ab92d52a,Mac
0b8521d6-b0d4-48b3-abe9-3ca0f86ab4eb,Android
f64d10f1-4ce6-4965-bafe-266fcfa64001,iPhone
5f0c58e8-c81b-4615-b43f-7f43ecc6f8b0,Android
d8c1c702-1fdf-47f9-ab80-5c867aa2f7ca,Android
dbe2413a-a7b2-4a5f-855b-801ad67c50a0,Windows
74af51cd-508f-456c-bf6c-878e6d795bf7,iPhone
3d49b646-0268-4936-abb7-923d59fdd9fb,iPhone
b2fbc67a-9f89-4c64-819b-ddead4aa859f,Mac
8cd3b9a3-b1eb-4db3-98cd-3bc53cd57b13,iPhone
d391e811-650c-4db0-aef6-dc6bb780ef68,Mac
dd18ccbb-9f28-448e-bdcb-982238cbde36,Windows
5f8585f3-07d1-44e1-8c75-36c5a1ca0c2d,Mac
c9bcc8f6-e70e-467a-826e-e08163de77f8,Mac
5eda0951-9a71-42db-bd08-9854d0dfa3bc,Mac
0ee60f76-a19f-4428-b48b-9e837cd784e8,iPhone
b41b4f78-daab-4c66-aa59-82c44714874b,Android
4e317949-5dce-48f0-84ba-250150f3fd2f,Windows
f06558fa-8665-422f-8ef1-fbc3f3fcc01a,Android
6828f0d8-fd8c-437e-a7c6-c3d1d6b1dc64,iPhone
51de475b-f180-40d6-b2bf-b8082e922c96,iPhone
c462ced5-5fa8-4668-b6ab-ae4791920497,Mac
56ea6b40-62bd-4324-b825-8297931d62d3,Android
676ac374-b46a-4fa8-9ee6-6d0f10308e43,Android
08d5febb-d3fd-4b47-9858-a0c03278ef45,Android
228e90dd-7c93-49c8-b6b0-672cada99fb1,Windows
9a2c1a02-1439-48e1-9178-86506cb5e291,Mac
32282e6a-da4f-40cb-94f4-1b096089dddc,Mac
7a49b2d4-91d4-49c8-9b91-3dc6c902aabb,Mac
2a52cbfe-e183-4bc4-85e8-92b87a43e6bd,Android
55f6cb4c-ed39-49cb-ad2b-4b11b3487542,Windows
e73362ff-31e2-4e09-b56f-1dd738345e19,Windows
58c4fa26-f509-476c-b579-30386c7903a9,Android
a875fc75-614c-4c21-af6a-ec6db815d225,Android
d9dfe75f-40da-4adf-ae13-16af4027a40f,Android
5c85f6b1-6090-44f6-8b6a-3b82a828bd8f,Android
a94c0710-c8bc-41d7-9725-e9b7d267070a,Mac
39e39ee4-f613-4ec2-986f-a3586943612b,Mac
57cad9cd-0127-4d12-84a5-b30a59e9e6fd,Mac
1d44ddd2-5832-4045-ad91-439aeb31868d,Android
f9d19c27-b9d1-47d1-9ed6-50f49bc7391c,Windows
68356426-010d-4630-889d-de5a4846c95c,Android
ca841975-14f3-457a-9a11-f98fc69c8435,Android
fc934832-3c38-4ca9-aa73-1162950f509b,Windows
13a8db9a-d5d9-4e5e-acec-990cf4f40337,iPhone
38e05fe7-4764-4ae5-b21e-2c126591fd9e,Android
631e20fe-3f1c-4cba-ab97-dfa8d6eb8884,Windows
8ffde00f-374f-45b5-8635-953d8ebab362,Android
9a3c6cbe-e561-4d05-a1fd-0484e983ea60,Windows
7a466cc1-5969-4d8f-adcf-add8f2d82f28,iPhone
524e471e-dd88-46d1-91ba-2dbaa03d6a0d,Android
e831a872-32fc-4e83-9413-a44937cb6a3f,Windows
21fa2972-5c59-4b62-9c21-0adbbc0e3cfa,iPhone
13a1680a-e6b0-4052-a960-2abfecd5a522,Android
4aae5072-7052-4d7f-962f-e93fc9ec5375,Windows
2a4d1193-dbc6-4ead-ad34-ff4c96f5a8c9,Android
dadebeda-47e6-4fd9-a9f6-892f7b203696,Windows
3383ddd3-bb73-4a67-b13d-3af23492b1ba,Mac
fa8faa93-1a14-4490-857c-c43ead306226,Mac
69bcb357-443f-444f-8561-7d57da25bfd1,Mac
3361c3bc-06f9-4dd4-a4a3-10637818dfae,iPhone
73bfff78-ccd8-46d4-8a3e-63f8ccd6df52,Android
f3c30f3f-58f7-407b-9151-0a75eec31cb6,iPhone
5ad355ab-04de-4fcd-963b-0ed748b2cb6e,Mac
09ce1e0c-bac4-4e2c-9fb9-52aa1d9651e2,Mac
96dd64ba-ebe5-4043-b255-b3b5b60cde6b,Android
8073fa31-61bd-467d-9dc7-56f1768e9a10,Mac
60a3fb43-7f80-4faf-8169-c7b987b404b1,Mac
c00e520c-decd-451d-bddd-dd163d70b7bb,Windows
5a6904b9-63b7-4a39-bbff-1ad43d80a7ff,Android
efe38849-1ce6-46e4-92aa-d485e530b698,Mac
98520ca1-58ca-4617-82e1-9314817a378a,Mac
7f250125-9988-48b1-935f-e1cf13046ab7,Android
baed38f9-952b-424b-a546-e76b515110a2,iPhone
fc3ff0f4-13ff-4509-8ef3-812037786851,iPhone
b636f3cc-430c-4478-9aa4-4fcb97ab06bb,Mac
87dd3f17-7a52-40b4-9284-8c6cc001f0ab,Windows
c4d870ff-e741-4f86-9a58-827a82ec9753,Android
b56d67df-a82c-4e42-8a27-8147b5792fe1,Mac
a371fd74-15db-418c-aa9d-d369d95f6c8e,Mac
748febac-b0f8-4aca-b8f1-361cd8cb8b59,Windows
e7a5c977-9036-4ed6-9ca6-739801b3843a,iPhone
6a65da11-1ec4-4c7b-b15b-ddac3c6061e7,iPhone
ef34816f-3bed-4b1f-9544-3de94e1c4f9c,iPhone
fc48c5fd-fd55-46e1-b7aa-123c04b76c76,Windows
65c89adf-5cc0-41da-8e45-3f4e98442cfa,Mac
f97a164e-044c-4606-8db6-c3b6095e7109,iPhone
cfe3dabd-8425-4017-a8f4-5e9dc2b0a423,iPhone
cd72c3fc-a4d7-4b4a-a747-97cf2ec50a9e,Windows
47ba438e-a048-4108-8d53-aa859af9453a,Android
5df61d1a-0410-4d33-9617-302a2442f580,Mac
67a0044f-1615-48d9-bba9-a5770379528d,Android
bf57f9c3-ac56-4e11-9b9f-211ed87ec44a,Android
41f503bb-d6e2-49cb-8fe3-5dee0e9afde0,Windows
707aa4e8-0929-4624-ab58-97bf75bc27ea,iPhone
3d594de9-1414-4365-9a2a-cb0dc80042ea,Mac
c1ebe17d-85dc-4dfd-b681-2528e3eb010e,iPhone
91379bb0-de86-42f8-b4d3-c9719b2238a0,Android
ac52bd00-80f1-487e-9f20-ea35735ddf9e,iPhone
07bdaead-fdae-43c1-90e2-39a2255b735e,Mac
cc216f30-72cd-49b1-8d18-4e0e405020db,Android
9b25eb4a-6888-4651-9997-72e9497fef38,Mac
bb84f78b-af42-44b4-b5f9-af77a85b081d,iPhone
eb97ab39-b9ea-4db6-8f4d-ac78dee348ae,Android
febb422f-d8a9-4a8a-ad25-a67b9b13d55c,Android
973372aa-690f-40fb-89db-a3922ac8d604,Mac
7c11f8bd-280f-4dfc-ae70-0b256c652fcf,Android
4e6509b0-6970-46ab-80f9-c0668c52e099,iPhone
24384f24-3ebf-40fa-85ec-0350e743d5d0,Android
88a79004-dcf5-441a-bc0f-f2861abf937e,Windows
784df88d-591b-457c-acc9-da10d8700879,Android
bd3c6494-e909-47e8-989f-1489e61cced1,Android
3aed1844-6f1f-408a-9c08-2720d9e9f56d,iPhone
174c951a-9ded-4c03-9aab-f84344298de2,Windows
daeb36eb-49e8-4391-b664-db4d5f0482e2,Mac
38aab791-bdca-47f8-888a-e27eaa0c8b11,iPhone
fe72a401-3568-4759-b66d-408d52984d03,Android
d15ebecc-1150-4d14-bab9-74c259977590,Android
900d970f-2d0a-4ee8-aeb7-c50e92f3845e,Mac
77202c23-40bc-4118-8260-d0e5bcfb1f31,Android
ff22aa3a-d52d-434a-9c4b-9551ee19fc13,Windows
44382c51-2baf-4848-9860-2356f5d7d850,Android
2684b547-6ff8-4b89-80d9-4e28b72ae3f2,Android
9b65a196-36b7-4098-8a7d-188c1cc1b52d,Mac
ec0d5bb4-43b8-4ba2-86fa-014d6f1fb9a0,Windows
0c31dadd-499f-4c3f-8412-3fc637c2c337,Windows
d1e8313a-60da-42e3-a4fe-d63628f0163d,iPhone
765b9ed3-d756-4c00-a589-0588c499bcd4,iPhone
b0ce099d-20c0-4a95-b42a-abed86793978,Android
43112fd7-baa9-435f-8f16-aed6e8b54b47,Mac
c3586caa-675b-4cf9-a738-7afb0713fbb3,Windows
18bac95b-4167-4cb5-a362-f8084c5b580d,iPhone
a49cbe9f-80c8-40bd-adf5-eb7b715982c5,Mac
1b4fbfe4-3c88-4afe-a620-e77e1c4e4e92,Windows
80b0448c-c234-4b7a-bef5-0eace96610cf,Mac
2ab5c44f-eb64-471b-9138-275d88caceea,Android
ee5cbbf7-c5c3-44dd-9adf-1c9a7f991a8a,iPhone
02267df7-7882-438c-a4ea-4429b5dbeba5,Android
8442008e-dbe9-48d4-9d8e-7a38068e3369,Android
d5a684a5-2954-4dd7-98a7-9c00e82c5bac,Windows
dfb0b46e-ae70-463c-8903-5d82d3a71a5e,Android
11c4f457-4f15-4dea-9b2b-52093e663d7b,Mac
731e32f8-f446-45c4-92fe-0120d77c5048,Mac
e7cb9032-7107-4cb3-8ae2-6727b81673a8,Windows
d4fcf089-a4c5-49db-9fdc-84659a567307,Mac
ded3154f-2f48-4a09-bc91-6135e6802ebb,Android
512910bf-47c3-4d42-8d5d-c2f4d485b264,iPhone
143bbf8f-deb9-4591-a974-c3455175df27,iPhone
b7ced541-6047-47a9-82a0-9bb6f88098fc,Mac
47582233-1e70-4470-8c28-444d46eaefb6,Android
d59413a6-92d0-4a9f-8fd2-2d8197c8b1b2,Windows
45652390-4fcf-425b-8bd3-a2951f25a416,Mac
7edd5888-db2f-4e5a-b6e5-ec0024c750a8,Android
7efa6316-c161-4066-aebf-847ad245a5c3,Android
17e4e435-7eca-4b03-9e27-1d82d5c5c14b,iPhone
d8bc7a73-3e02-4b24-aed2-f694b211ca1d,Mac
797e720a-f0d1-42fd-bcb3-9c0733a77412,Windows
31c34cf6-3518-4d2f-8d96-af7380f3c3b1,iPhone
bcf766d7-585a-4087-80d9-bdecbee4a497,Mac
7decd091-8bfa-4ba9-9cb0-752a1a0c7394,iPhone
53f90953-5ca9-4dc0-a0f1-ebffe6be3cd2,Mac
2a702d34-05d6-45a1-a32c-c61d6e31e471,Mac
a094ab0f-18fc-42b5-87a5-f342c5464e93,Mac
c83db8bb-e381-4996-8bb4-e71843fd2b62,Android
9328ec48-2ca3-42da-925b-851f1c97931b,Windows
0c26c8da-574b-4974-b00e-5103541ab85f,Android
1d9b9f97-cf5e-4502-98e1-6e235449fa36,Windows
07085423-0913-487f-ba5a-eeef9ae43078,iPhone
8c0967e4-54e7-43aa-bef7-37ed2143694d,Android
4aabac12-5130-41aa-9549-d1ecd5ea676f,Windows
dd35cacf-a8e7-4788-9b24-f0e23316ad1f,Android
a2ab0954-0d4c-4947-b8a6-649527dbd2b2,Mac
d06156d8-61fc-4a4a-b021-a925fe3e38a8,Android
ac061612-0d2b-4425-bc58-da0907459591,Windows
c53fd5fa-28dd-4e45-b57b-4f28008d5baf,Mac
99795803-7f13-4ff8-b8bd-95d0c30cd789,Android
484ecb00-1e48-4e63-a606-c6fec59bffd0,Mac
92723ea8-6382-4e8b-8618-2b2bc5e895af,iPhone
4a113f0d-123b-46cf-87cd-7f58678b847d,iPhone
edb8091c-de80-4f95-b5fc-ff70087d279e,Mac
e05400d2-2692-4f52-9613-0e33adc51c82,Windows
868afd5b-073c-4bf5-b38d-17e05545272b,iPhone
7906cec0-5f33-4393-bba9-1920b9137a93,Windows
bbe96af5-b22d-48b6-918f-19a4e808d198,Mac
5a1a02e3-c5fd-4bb8-8da8-98a685820c50,Windows
f996c43c-1107-4b8e-bf69-3442801724be,Android
1bccd47a-2103-42d1-9090-8e50e2371388,Mac
d3eeb8ee-ea7d-461b-a969-80f2384622e4,Mac
8d5836fa-ea64-44d3-a6e8-73565a717d9b,iPhone
6a3116b6-3fa8-4aad-9524-ae15310203d6,Windows
d7ae4f3c-c96a-4a6d-bc2a-a3f205732892,Android
6c40e50a-451b-4732-ba3e-a898d5a375f2,Mac
f01333ed-bc8b-4f6a-8d2d-5aaf185b922b,Windows
540441f1-e80f-40a3-aec0-73bd0aa0f674,Mac
a4db1655-3cda-4c34-83e4-e068243ae36e,Mac
6f00b089-6ff2-4b7a-a765-e453e1b199b1,iPhone
29be8a78-6804-46af-91ad-a8377ee3bc1c,Windows
623c2b02-0543-4ef2-a375-fcee7d920274,Mac
1c94e23a-c2be-41fe-ac85-46f14c0f5393,Android
ec89c3b5-fef2-4d8a-bcc3-a050564492e9,Windows
d57e7a2d-2af8-4a53-85ef-3d530f28eb9e,Mac
94df7249-6c92-42ce-a66f-d5f88a48492f,Windows
4c89e17f-d51c-4c24-b013-5cab1a749006,iPhone
e3605e77-0495-43c5-9035-9cc2dc69a1c1,Android
e15c4892-5da2-45aa-8c68-1bcbe37fab82,Mac
9d2bb46e-96f0-4a86-b31b-9b75790e46c4,Android
11cf734e-4486-46eb-bf0a-2d2ca2172ff0,iPhone
37768b21-7799-4218-884d-3a2b8c02b64a,Windows
53fddd5b-fd71-43df-a549-96b869b37205,Android
732d2806-afff-489d-92b1-9d5623297b74,Mac
8a8a1b4e-f48d-4e31-97c8-5aefea77813a,iPhone
eb83b5b2-2428-48ef-8150-b30fcbf10eba,iPhone
8ef2cc58-7bd6-4936-88fd-8903a34e7011,Windows
127bc032-dc11-4448-b12e-68f1ca115fad,iPhone
2755a7be-033f-46a6-9569-590b777cfaaf,Mac
57d08246-2c94-4b7a-a3c5-d86453d23d8a,Windows
90a268e7-885a-4e37-a653-9c5ad0ed9296,iPhone
93e99831-a028-4419-a1c4-e96806dc25f8,Android
ac273b17-9d96-404b-af2e-b14c9e75a0ac,iPhone
807fc5c2-d45b-49c0-8134-35af64c02356,Windows
b7cb8e88-7baf-4a32-b62f-01be42819703,Mac
753fd7c0-7abb-4211-ac84-c3e416fa661a,iPhone
91fb44bc-2881-4b8c-9132-ea83b0b7d1d1,Android
693a71a1-b1b9-4c98-b88e-94645e9d914c,Mac
8ddee40b-c4a4-4b88-ac47-ed06e2566f37,iPhone
f3193414-c19f-4da7-a5e0-05f426975535,Windows
e95db2cd-243e-43bc-b96d-a877ef79a7c4,Mac
8caf6974-c924-4956-aa09-118ba2c10c9d,Mac
4964a2c6-3ed8-4a80-a256-ae46316ea07f,iPhone
a14fc018-3668-48e7-99a3-5e9d40b5e5e1,Mac
