customer_id,account_age_days,order_count,total_spend,spend_to_discount_ratio,time_to_first_order_hours,redemption_count,high_value_promo_ratio,time_to_first_redemption_hours,order_redemption_rate,max_device_user_count,max_address_user_count,max_payment_user_count,max_ip_user_count,unique_connected_customers,shared_entity_ratio,avg_entity_degree,max_entity_degree,cluster_size,cluster_creation_span_hours,cluster_redemptions_1h,min_account_creation_delta_minutes
4cdf77c4-b8af-4cbf-8a93-4efd8a0ccf33,105.10566232747685,2,8296.43,16.559740518962077,1870.0,1,0.0,1870.0,0.5,2,2,1,2,1,0.75,1.75,2,2,1442.7816666666668,1,86566.9
2438cd20-a6a2-431f-a1c6-87b1c30ac35e,44.98975954969907,3,11970.59,19.917787021630616,348.0,2,0.0,348.0,0.6666666666666666,2,2,1,2,1,0.75,1.75,2,2,1442.7816666666668,1,86566.9
c178aaef-86f6-4e74-818a-2c4d53c428cd,318.20249103118056,3,13791.93,14.717514486026188,779.0,2,0.0,779.0,0.6666666666666666,2,2,1,27,27,0.75,8.0,27,32,8136.2325,3,19100.2
16d099fd-f698-4f5f-8dd6-4c17d035359d,181.9677340867361,3,1645.02,7.617596665894883,1.0,1,0.0,1.0,0.3333333333333333,2,2,1,1,1,0.5,1.5,2,32,8136.2325,1,196178.05
06fda2e3-8e81-4bf8-a52a-cb3ad3341b05,40.11632204969907,6,27123.36,54.13844311377245,297.0,1,0.0,297.0,0.16666666666666666,2,2,1,2,1,0.75,1.75,2,2,4840.223055555555,2,290413.38333333336
7fc17bb0-9335-45df-8d1d-0cabb4e60d44,241.79228269784724,6,15838.529999999999,21.02776081357372,1146.0,3,0.0,1146.0,0.3333333333333333,2,2,1,2,1,0.75,1.75,2,2,4840.223055555555,2,290413.38333333336
d5c3f082-96fb-4a92-8dbe-8c2978231409,27.122884549699073,4,19959.27,33.21009983361065,1468.0,2,0.0,1468.0,0.25,2,2,1,2,1,0.75,1.75,2,2,2234.8366666666666,2,134090.2
cb7b7b60-1c5b-4e6f-a5be-af8b8d18a269,120.24107899414352,3,14544.54,14.53000999000999,222.0,2,0.0,222.0,0.6666666666666666,2,2,1,2,1,0.75,1.75,2,2,2234.8366666666666,2,134090.2
b8a30711-acfc-41b3-be35-363332c09e9e,219.78587066081022,4,15218.81,32.098390736717775,121.0,1,0.0,121.0,0.25,2,2,1,2,1,0.75,1.75,2,2,789.7355555555556,1,47384.13333333333
92145265-915d-4f06-9437-091b6b7e6061,186.88022251266204,4,16176.710000000001,26.9163227953411,1453.0,2,0.0,1453.0,0.5,2,2,1,2,1,0.75,1.75,2,2,789.7355555555556,1,47384.13333333333
8f03831d-887f-4f27-ab66-3dd674ff1b19,217.25250260525465,2,9373.79,18.710159680638725,1708.0,1,0.0,1708.0,0.5,2,2,1,27,27,0.75,8.0,27,32,8136.2325,3,11346.45
8e2cd787-148f-4a86-b673-c6de7de83409,268.0259169571065,11,62211.189999999995,51.79949208992506,60.0,4,0.0,60.0,0.36363636363636365,2,2,1,1,1,0.5,1.5,2,32,8136.2325,1,73113.71666666666
40c54c46-356f-430e-93b5-15aa3fd994f7,159.19709751266203,6,33492.86,20.91996252342286,12.0,3,0.0,12.0,0.5,2,2,1,1,1,0.5,1.5,2,2,2482.97,1,148978.2
f3806f5a-0ada-452e-8b87-5d555f28b7a9,262.65418084599537,2,1668.45,4.868970146204803,1630.0,1,0.0,1630.0,0.5,2,2,1,1,1,0.5,1.5,2,2,2482.97,1,148978.2
21f3c493-de5e-4e47-8049-dbb8c1c7522a,150.96104427192128,2,14618.71,18.250574282147316,16.0,2,0.0,16.0,1.0,2,2,1,1,1,0.5,1.5,2,2,1772.8808333333334,1,106372.85
aa2d2acd-db22-4f88-b6c4-041c91614adb,77.09100954969907,5,24478.92,81.32531561461794,1455.0,1,0.0,1459.0,0.2,2,2,1,1,1,0.5,1.5,2,2,1772.8808333333334,1,106372.85
788a6ace-0d34-486a-ba8f-f6b11e241158,341.84438917932874,4,9037.2,10.256840958358397,2078.0,4,0.0,2078.0,1.0,2,2,1,1,1,0.5,1.5,2,2,1366.4788888888888,1,81988.73333333334
c28cb37c-12a5-41ae-a3a4-d8fbaa781922,284.90776880895834,3,2387.74,5.955057861133279,3.0,2,0.0,3.0,0.6666666666666666,2,2,1,1,1,0.5,1.5,2,2,1366.4788888888888,1,81988.73333333334
a4855edb-5d74-45ee-acd8-8b4eb10ca465,239.61934288303243,3,11691.65,115.7589108910891,319.0,1,0.0,319.0,0.3333333333333333,2,2,1,26,26,0.75,7.75,26,52,8090.93,2,325.93333333333334
3d7b7c09-ecaa-4c31-b2be-a3fb2332dc8e,126.47590538303241,4,19243.58,33.11578041645156,711.0,2,0.0,711.0,0.5,2,2,1,14,14,0.75,4.75,14,52,8090.93,2,10525.266666666666
50c13033-01e4-44d2-a9c7-87448cad2e34,270.8725373274769,1,7481.08,14.932295409181636,12.0,1,0.0,12.0,1.0,6,6,6,1,10,0.75,4.75,6,42,8393.66861111111,2,14.0
ad382d15-4e9a-4c01-98da-e430c74be54d,203.80534982747687,7,27678.06,11.292558139534885,1.0,6,0.0,1.0,0.8571428571428571,6,6,1,1,7,0.5,3.5,6,42,8393.66861111111,3,0.0
4e4af349-f1eb-448c-ba79-6e5fa2d81038,137.5992618645139,4,2958.19,5.021882320985978,2.0,4,0.0,2.0,0.75,2,2,1,1,1,0.5,1.5,2,2,2413.2005555555556,2,144792.03333333333
a13dad88-a931-481a-91e4-7c099f6b8c65,37.04923871636574,3,10153.25,20.265968063872254,1141.0,1,0.0,1141.0,0.3333333333333333,2,2,1,1,1,0.5,1.5,2,2,2413.2005555555556,2,144792.03333333333
a43c3307-7838-467a-92d4-60cd452fe663,145.42241001266203,6,21113.379999999997,46.792801577979205,280.0,1,0.0,4079.0,0.16666666666666666,2,2,1,1,1,0.5,1.5,2,32,8136.2325,1,229703.11666666667
bec5c143-8c3b-4a30-abd4-14f1d908628f,304.9384632534028,4,15293.880000000001,15293.880000000001,1134.0,0,0.0,-1.0,0.0,2,2,1,27,27,0.75,8.0,27,32,8136.2325,3,9085.316666666668
bc1c6a0e-a35b-4b71-8eab-45cf84f8117c,176.37029195710647,23,110368.26,44.69979344700498,107.0,12,0.0,107.0,0.4782608695652174,2,2,1,1,1,0.5,1.5,2,2,3331.6480555555554,2,199898.88333333333
2ae1865b-bdeb-4805-adf3-58201c712fd9,315.18896093858797,1,2900.56,5.789540918163673,3073.0,1,0.0,3073.0,1.0,2,2,1,1,1,0.5,1.5,2,2,3331.6480555555554,2,199898.88333333333
8b5d39b1-e364-450f-9f1c-a0701dab26ab,208.06075492006946,5,27899.87,30.96544950055494,256.0,3,0.0,256.0,0.6,1,2,1,1,1,0.25,1.25,2,42,8393.66861111111,1,90462.96666666666
1d816763-e7f9-43b9-a570-dd2f024cd2ee,270.8822595496991,1,2363.8,2363.8,10.0,0,0.0,-1.0,0.0,6,2,6,4,6,1.0,4.5,6,42,8393.66861111111,2,14.0
5f73087e-dc4f-4b9a-b248-18d26f83f030,70.12136834599536,7,18921.73,38.67022950685659,182.0,2,0.0,182.0,0.2857142857142857,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
9b5fa8e7-9177-496e-aa43-18640590a38b,128.09171556821758,1,1221.11,2.437345309381237,29.0,1,0.0,29.0,1.0,1,6,1,4,5,0.5,3.0,6,6,153.0,1,1440.0
05d485cc-9af2-472a-a8c3-e2d211d66b75,139.98212066081018,5,25933.29,51.763053892215574,1720.0,1,0.0,1720.0,0.2,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
5f7574e2-a4c7-4b97-b609-6c7f19e26ef5,162.34450492006945,3,10773.82,10773.82,185.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
1522f9cd-d555-4c77-bd61-5318002cac24,26.21151880895833,6,28591.05,35.6941947565543,1463.0,2,0.0,1463.0,0.3333333333333333,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
271260e8-f234-4d15-b60f-87ad8a5ee2f8,329.0661715867361,8,37707.96,34.248828337874656,482.0,3,0.0,482.0,0.375,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
0207fc61-364e-4ebc-acf4-db9f9bc39a40,65.98165769784723,4,17043.19,15.479736603088101,1325.0,3,0.0,1325.0,0.75,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
d9f60896-30f3-4ce7-8271-5db95697c885,73.15995630895833,2,8528.96,14.191281198003326,277.0,2,0.0,277.0,0.5,1,1,1,1,0,0.0,1.0,1,1,0.0,2,-1.0
09a0593c-54ee-4664-a793-6948f5982013,332.13437760525466,1,1520.15,1520.15,75.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
b07bf603-04ba-4620-a4b9-82a4ef494f84,329.74169242006946,19,71329.24,40.063828711686774,166.0,5,0.0,166.0,0.2631578947368421,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
a0a9163e-0f10-486d-808f-770e69a12cd2,58.01795399414352,0,0.0,0.0,-1.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
97e144ed-4af8-4b53-92ff-a6d0d35dcd0a,322.17901880895835,0,0.0,0.0,-1.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
c823655b-7291-42b4-9ea8-b6b0075f4be9,271.4002572348843,3,8447.52,12.130269959793223,3282.0,3,0.0,3282.0,1.0,1,1,1,29,28,0.25,8.0,29,42,8393.66861111111,2,11024.066666666668
0adf8067-fdf3-4ab2-a740-7ed4e238081f,357.46264149414355,4,24371.89,24371.89,19.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
39937c5f-1011-41fd-a112-398b3bcb4a34,247.51953964229168,1,5292.57,10.564011976047903,46.0,1,0.0,46.0,1.0,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
c32a0e10-476d-4586-9124-ace08fd82854,210.70482899414353,5,33052.56,65.97317365269461,51.0,1,0.0,51.0,0.2,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
4f8f484c-052b-459a-bdcc-f8b924810aab,363.0490766793287,1,7862.02,7.854165834165834,5.0,1,0.0,5.0,1.0,4,1,1,1,3,0.25,1.75,4,4,0.9,2,25.0
77524365-5093-4c23-ab9a-17b8cb24c4ac,131.32467853118055,7,5846.3099999999995,6.080658581740269,2.0,5,0.0,2.0,0.5714285714285714,1,1,1,1,0,0.0,1.0,1,1,0.0,2,-1.0
d0215eda-177b-404a-80ab-ec2753652de6,102.01611371636574,1,2037.34,2037.34,3504.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
c330e329-c45d-4190-a82b-2899a5af222c,311.8842271422917,5,21903.4,21903.4,451.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
eddb04dc-cd12-4e7e-802d-4bf138a827b7,254.07765306821761,3,9615.64,10.454737208341488,86.0,3,0.0,86.0,1.0,4,3,1,5,5,0.75,3.25,5,6,14.0,2,180.0
f87a2916-5edb-441b-b629-fb5830c332e7,174.67442390155094,2,3392.14,4.205427654008752,9.0,2,0.0,9.0,1.0,5,1,6,1,6,0.5,3.25,6,7,1.2166666666666666,2,13.0
3e9877cb-53ce-4d17-9048-41bfa5ac8a72,21.95244473488426,3,2854.16,5.69692614770459,2.0,1,0.0,2.0,0.3333333333333333,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
8cce8064-7856-46b8-8c68-b3ab75acc06e,24.393798901550923,7,6825.35,9.509899541597582,5.0,2,0.0,5.0,0.2857142857142857,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
6e3cc5c7-e813-4e55-abab-0b72092a565a,118.72800029043981,7,32636.11,32.603506493506494,222.0,4,0.0,222.0,0.5714285714285714,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
84e1b942-dc42-4dbc-83cb-09af213b6c77,116.24378732747685,4,12417.44,41.2539534883721,1952.0,1,0.0,3161.0,0.25,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
5b735fa7-21fd-487f-b726-70974fa73544,177.29522251266204,2,1525.4,4.736090412319921,1221.0,1,0.0,1221.0,0.5,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
585b6926-8524-4724-acc6-259e2931eb4f,261.4840072348843,1,6628.33,13.230199600798404,2124.0,1,0.0,2124.0,1.0,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
ca09bf2c-7087-4ebd-a701-ba8a1709d7f2,184.06669242006944,14,60217.55,596.2133663366337,63.0,1,0.0,2284.0,0.07142857142857142,1,1,1,29,28,0.25,8.0,29,42,8393.66861111111,2,3882.8166666666666
01c391ab-9ee3-4545-8b72-96ccc7379b63,254.38604427192132,2,11106.470000000001,11106.470000000001,53.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
d9053385-abde-44ec-a738-4cd0cf8e6103,215.31670399414355,1,6022.2,12.020359281437125,809.0,1,0.0,809.0,1.0,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
4b42ec02-a569-42d3-8562-6fc9fc4bae42,350.24701649414357,4,14621.41,48.57611295681063,878.0,1,0.0,1252.0,0.25,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
48d6e529-699c-46ea-8df7-32d848d38844,43.684018808958335,3,15086.66,12.561748542880933,1772.0,4,0.0,1772.0,0.6666666666666666,1,1,1,1,0,0.0,1.0,1,1,0.0,2,-1.0
b5c469ed-4748-4263-86d2-544b81bba379,85.195685475625,5,23768.510000000002,118.25129353233832,430.0,2,0.0,2537.0,0.4,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
a3e77030-0b99-4c5c-945f-062f88d8e7fb,205.98493316081021,6,25530.25,15.123480558254153,56.0,3,0.0,56.0,0.5,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
a0c729f1-0d1c-4185-aaeb-7e8e52f0f775,290.6917155682176,2,1642.29,7.054813351088964,1034.0,2,0.0,1034.0,0.5,1,1,1,1,0,0.0,1.0,1,1,0.0,2,-1.0
5d0e266c-0372-48cb-b1f1-08f5b5f6b3d8,97.11419242006944,2,10383.86,6.917961359093938,9.0,2,0.0,9.0,1.0,1,4,4,4,4,0.75,3.25,4,5,1.0166666666666666,2,2.0
084180b8-9773-43b1-8a6f-afa3e66554e4,126.25445862377315,5,18779.09,22.95030858539566,300.0,2,0.0,300.0,0.4,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
12787a4a-66d9-4fd5-ae84-888479552cb8,112.71553501266203,5,2676.67,5.375055223101329,3.0,4,0.0,3.0,0.6,1,1,1,1,0,0.0,1.0,1,1,0.0,2,-1.0
152e9a77-ad77-417a-aa1a-64a6bea385e4,361.7606970496991,6,22145.64,49.10341463414634,826.0,2,0.0,2748.0,0.3333333333333333,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
77820b14-df62-4468-be2f-981e848699d2,359.8899447348843,1,3599.43,35.63792079207921,753.0,1,0.0,753.0,1.0,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
9439f4a8-3c6f-4825-b3d2-140150624c55,216.39419242006946,13,55792.95,61.92336293007769,223.0,4,0.0,2020.0,0.3076923076923077,1,1,1,29,28,0.25,8.0,29,42,8393.66861111111,2,18417.733333333334
bac8fcdc-9496-48c1-a2d0-86fbd9a8831d,351.90397251266205,7,30735.260000000002,25.786128380022316,3.0,6,0.0,3.0,0.8571428571428571,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
8403170d-1457-4c64-a70e-a2dae0094ee6,26.267687790439812,1,7903.92,7903.92,2367.0,0,0.0,-1.0,0.0,1,1,1,1,0,0.0,1.0,1,1,0.0,0,-1.0
9afc6854-250d-4351-89a3-5c64e1f3d009,101.15923871636573,3,10577.550000000001,35.14136212624585,756.0,1,0.0,1583.0,0.3333333333333333,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
540320cb-73cb-4140-ba90-d259a85202e3,48.280720197847224,3,9458.15,93.64504950495049,190.0,1,0.0,190.0,0.3333333333333333,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
5c497358-dd9e-46af-9f43-70a3e29b0a6e,202.80534982747687,6,26357.91,16.74687718406506,1.0,5,0.0,1.0,0.8333333333333334,6,6,1,1,7,0.5,3.5,6,42,8393.66861111111,3,0.0
304b51d1-73eb-4633-9214-fc36635a1aa0,71.68875260525463,7,31534.46,30.59311000514179,430.0,4,0.0,430.0,0.42857142857142855,1,1,1,1,0,0.0,1.0,1,1,0.0,2,-1.0
63b16b01-96e5-4379-a0ea-c96be0f5a9f7,202.80534982747687,4,20698.58,8.24891102919199,15.0,4,0.0,15.0,1.0,6,1,1,1,5,0.25,2.25,6,42,8393.66861111111,3,0.0
ba46fb47-49eb-4f49-a491-6b94d21045b5,274.4203961237732,6,30257.32,43.16308131241084,347.0,3,0.0,347.0,0.5,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
bc32f949-5121-4669-9eed-31eb46c06fdc,115.52052343858796,4,21175.43,16.276272098385856,1819.0,2,0.0,1819.0,0.5,1,1,1,1,0,0.0,1.0,1,1,0.0,1,-1.0
