address_id,city,postal_code
75bfd9b4-37c8-41cc-95ce-bbf95f82bce3,Mumbai,573532
e9b697fd-39d5-4748-9433-30a7754dcf05,Bhusawal,185076
3db848bc-9911-4d39-815f-f4ce7831144b,Dhanbad,082697
391eeb93-782b-45f4-815f-6b37b3bec36e,Dibrugarh,360107
1b52acf4-e479-4c6d-9fb7-433a763fd23b,Bhatpara,158388
efb9de8f-0f00-4bca-8add-cb5c16465ec1,Hubli–Dharwad,648467
f536cfbf-2894-4880-a55d-898d775488c4,Anantapur,422332
2634c3d1-23a1-4c26-b539-1a6c31b156a7,Nanded,194425
2aa3eba4-d738-4ba2-aa2b-77bd79734dbe,Udaipur,560629
56caf8c7-d079-46a4-bf83-b4fc74919b57,Rajpur Sonarpur,063731
d571e5fd-051a-47b9-bc3f-18ccb92e3ff3,Katihar,467413
c7f814fa-1e79-4e51-b727-f023f68d0fc8,Shivpuri,384185
2c3d35d7-f05e-4bbc-9d41-e68e5f2dd3c0,Ahmedabad,362608
e31fc586-c3bc-4f8f-815c-88d51f3e3781,Silchar,975615
6b9d0d44-ec29-4198-91e6-cfe5bcd310fe,Fatehpur,554912
e7b929d2-adf4-47e9-802d-ef389305d503,Arrah,641195
24288926-9848-4bc2-a71c-728d0669bd5d,Haldia,091969
67cba93b-8510-4d66-8ba6-8bcd0ad1caf5,Gudivada,787520
9c7bd8ef-0930-43b2-8215-3962bbf81208,Mumbai,042620
52cd86b9-fffd-453c-8d62-03312fa9b3bc,Mehsana,212413
11bdc5b9-4816-4ff6-8913-b8d7d46e0446,Chinsurah,789760
c2c9c37a-7861-45a1-ae8a-dcb66d066671,Thrissur,267731
b00d78a7-a184-4d04-a2af-6ee9e880afd7,Mira-Bhayandar,607598
bf13992e-f4f9-4023-bde6-4cb6c960c776,Tinsukia,533943
b1097d84-a42c-4aa7-9f47-1952548bbbfd,Madanapalle,654308
ac254694-57d5-4da4-8178-9fc21dee3096,South Dumdum,120219
adfa685f-bc61-414e-8d56-1fb3b283882b,Nagercoil,576449
adbcce54-11f6-4462-b0f1-cb62294d0396,Anantapuram,000268
bd365bd1-e805-4f34-997d-b0f452368778,Tenali,486764
891d6563-9dc9-4137-8be7-ab1b491be50b,Guntakal,416365
d7f00882-3583-4585-8c40-b89940be046e,Visakhapatnam,500635
3ce56f02-6ee2-471f-9ca9-654bfc21f409,Muzaffarnagar,309649
98f1aab4-4138-43d4-b954-0d9dfb51da27,Tadepalligudem,771195
97cb2764-6d74-45a3-bf9a-969ff2d07b84,Jehanabad,353059
81297a1a-d844-4bbe-889c-e0458c242fba,Bangalore,551282
8c4b2f9e-fa87-4e9b-9fb4-010781541b2e,Haridwar,643159
82433a81-8fcc-4797-aede-78122d498742,Loni,965466
0b993269-18d1-44e6-9f3c-5140cfdb651e,Bihar Sharif,443441
ab981baf-0519-4f6c-9604-3163da05474a,Pudukkottai,699939
576d0ce9-f99d-4de2-9697-398cfeaa4215,Rampur,974394
0121632c-20c0-4d5a-8c58-ebfb7d3516c1,Bilaspur,882230
2056ec62-af64-423c-bcdc-db5dea1aa210,Orai,297398
2a76a0ed-2a33-49b0-9f70-824f21c98581,Salem,210972
48c424dd-765b-4da6-86db-8315a5995e53,Malegaon,707548
14831abe-a3fa-480a-b76f-63d293010559,Nellore,655792
430bfd96-f49d-4858-9b63-1b2aeb37b93c,Agra,004496
15b66796-6123-489e-9dc8-e7e67ffa3bdb,Eluru,293900
d0201282-1b6b-464c-9d65-b5518c892ab0,Raurkela Industrial Township,213756
6a0c8ebd-7f62-4fdf-be8b-f8b6bdf660ce,Dehri,359570
f09c2023-9529-4235-bfee-3b86233df192,Vijayawada,145843
d5b86283-9d8c-455e-8146-f20c583483af,Khammam,631138
e568ded4-f013-40c4-8399-9acd22b4672e,Nashik,423622
dd47e042-d69d-42cd-8252-6509861b8e7f,Kulti,474246
71d6e5f4-2d1c-426f-b5cb-b4021c2d9370,Moradabad,437968
9ef6e934-0e21-42e7-85c5-c8f08b0d853b,Panvel,085294
1a0c6090-ef08-41c6-a1fe-04571bb4c442,Ballia,217741
848aa23f-ac7c-48ed-b175-ac59fedd61e6,Firozabad,043502
b075516e-5cb0-4b7f-8b2b-136665921353,Jorhat,022894
db3f58be-6963-4c70-bafe-f6dfffe32954,Katni,275233
391c455e-d2fc-4b82-b812-9b5794f7d161,Saharsa,930202
2e3726cf-c5bf-4c8e-b692-d43b05cfa900,Rewa,330303
a071ff80-9fdf-49f1-bf8d-4077c979c9c8,Nizamabad,771167
ddae01b8-4672-42cd-9f73-50a271492e2d,Hyderabad,627995
2a108516-e6a5-4638-a9d9-b077da933d00,Kulti,245301
5d416ba3-a9ee-400c-bbe3-5b1dc6f9e905,Ahmednagar,723034
575aac34-3990-400f-8cd7-0b267ca95e90,Ranchi,847190
1cee5d89-5fba-4f6f-a7ff-c46b0b8f4f2d,Malda,224050
9fc5b14c-ae61-415f-90cb-d49fd7ec4040,Haridwar,871775
8c4362b7-e316-4f4e-bfe8-102b5e5bd7dc,Haridwar,992406
f1cd9e7c-9bbe-4586-aa91-800e64514ad0,Hosur,872725
168830de-01a8-4bea-bc40-345baccdd7d4,Bokaro,590956
114ccb10-ea73-4f2b-8b86-b4632aa8ce77,Deoghar,482373
0c24a47d-bb57-458e-b1dc-acd09faddff7,Bidhannagar,212110
5eea58ee-3cba-4c5e-b0c4-aecdc7abbb66,Bettiah,803586
a0dd957b-8b38-4154-9acb-970995189deb,Srinagar,074039
0d77b375-9dbb-45f2-86de-055f786bf694,Nagercoil,999452
ac7e9e01-a7f1-47f2-bd46-bd1bf72c5ba7,Bhubaneswar,122276
bb1c7648-7052-4ba9-9065-f2920c186e3b,Kulti,872205
d5635dd0-2bed-4dba-bd11-44d4ad5ecfaf,Jalgaon,162654
639f5d35-c384-4d11-9bae-9afce280a39e,Nellore,083344
fbd63752-d7d5-403a-aca8-3c23cacd7598,Mango,488789
feee49f1-c684-44f9-adad-cec3ebc57620,Ahmedabad,702059
827c4fbc-c18d-41d0-ab84-e73019a4f9e0,Guna,195377
94ef68f6-ce0b-4deb-9b9f-664f7766e265,South Dumdum,632956
485fb116-e061-4669-934b-2c2355ea5f74,Agartala,777522
ea45667c-c722-4efb-9434-6c798b97cfc4,Tezpur,061658
bd10be83-9b38-47d3-b92a-55cb0f37da15,Ajmer,059229
5ca3da23-9265-45d1-bd9c-982b81c5191c,Bhiwandi,563029
ea91b297-154e-4429-b63d-9d7a65b50445,Satna,363726
3d337ff5-c2dd-44c7-b20f-3d7ad1e7d9bb,Sagar,066154
1dca35c2-674c-4379-93ab-2465537884f2,Suryapet,133138
70e872a1-2fc0-45d4-ba32-1b5e8b13d37c,Varanasi,983211
37f2c23f-a0de-4eca-b6eb-132d7b138f57,Saharanpur,215481
6aa21516-0da4-4aae-8e06-19d3fd7534b1,Siwan,686876
5269bfc3-f148-404e-a3c1-802c95fccf1f,Bangalore,918548
da91f513-e7c5-4fbf-97cb-a4850adefa62,Pali,420062
6edcdb85-ad9d-4d2d-bb5d-748f3840f801,Mango,358566
a7c60061-8183-4fe7-8fea-b80c1501ba7d,Silchar,196234
9e097039-37af-4b1e-a8db-6d22b1d02036,Gorakhpur,622132
48ea838b-a2e2-4ca6-b60a-78e6cd92fd09,Farrukhabad,042948
64791272-56e6-4b44-881f-88252ad256bd,Gorakhpur,789117
a3e46d6b-273e-48db-9d8b-fbc1e3f67280,Jamnagar,999949
eec3feab-e267-497e-ad5c-c1909c6c120a,Nanded,180036
25bd0d5c-c6ad-4f8c-9ca4-2023a94261a8,Alappuzha,200053
dc3eeeb7-c21e-4b8d-a062-fdf139368e01,Panvel,386310
e38b804e-7eb1-4205-8fc4-47a9542b6164,Ranchi,243838
780d92d0-3bd9-4883-9d96-e2cc5b4542ed,Raichur,692990
8c3a162f-9629-4d27-90ee-1832589c4a05,Hospet,862763
bf12f24a-68bb-409f-b7ff-cc05c1877fa1,Belgaum,896337
80fe42ed-3e98-49b8-9470-115016c8fd01,Gwalior,186267
5a6ebf8c-0b1f-4bb7-b00a-5747ad5cb972,Shahjahanpur,841013
40ddbfd0-284e-44bf-86d2-4dc0615df416,Dibrugarh,339218
59889e14-e2e3-44c7-b1c6-3b77a5c781ea,Karnal,791875
01a2a04c-f028-44fa-bb13-a29c13aded8d,Machilipatnam,761065
285262a1-949b-4205-a12a-84ba82449797,Chennai,431927
8aab89fd-45de-4e69-abf3-c4436ae0ca95,Alappuzha,781596
82409541-7182-46c0-92fb-c6f87c1aa84b,Hosur,572026
b35adca3-ae60-44f8-8651-115d7a026007,Arrah,862959
0eef7495-caad-4113-8340-63c1b2a198e2,Durgapur,734989
99016176-b6d3-4d0b-9355-8541084426db,Tiruvottiyur,394607
994bdc6d-2b4a-4c76-861f-210cf4eb8f70,Bhavnagar,747296
8b8c2a72-6eb3-49e5-8e87-1ba39637b989,Gudivada,179967
7034eb49-d424-4d82-a601-f8934a9908df,Kishanganj,897474
786cc0b4-e16a-4dd8-8f6a-0d1000325d6f,Tadipatri,641839
e8d8bbd8-ba77-4f4e-960e-9781aa48ddfe,Gorakhpur,734785
2d9706ba-e4ba-4a3a-b34e-93467b2bdab5,Silchar,649804
5455ace1-86b4-41b7-ae20-32206fbc9dca,Satna,928605
9cf5f59c-d6a8-4b80-9433-85dc73e24508,Kochi,262706
7b1afe44-7417-40f1-b80b-9e1986061cb4,Ramagundam,082484
acba0b5c-4241-4c4d-801e-c47c9d3f398e,Saharsa,308898
fcb504d5-8158-4eaf-8381-af66079aa7a9,Kalyan-Dombivli,748839
9a7ec26d-b07e-4324-b19e-b25a3dd9dcc5,Firozabad,856302
08a66b0b-bd83-4502-8d9c-f98c44a26eff,Uluberia,003056
77db7160-b9ed-46e0-aa9e-35053b364dc7,Kota,305641
2e892fc3-3eca-4e83-9554-f991d30efe07,Buxar,784679
78f212ca-b0bc-4765-b493-fc090daac619,Ambala,018726
8b8f6e26-63b2-476e-81bd-38cc39aff2df,Ludhiana,365103
af1ed41f-4c0c-425c-88f9-8194fe34968b,Sagar,429906
9f99e8f0-e418-49f8-a5c0-3264790e64f8,Panipat,686524
1671ac21-91b0-4b22-811a-f7c07ffaa05e,Burhanpur,215599
cc62fe78-a5c1-4aaf-a99f-c389edcaba7a,Morena,562221
331453b1-b627-48e4-aecd-87d9ce19975d,Bathinda,347047
5bb0cedd-997a-4a33-8b9d-b578a48c9817,Nangloi Jat,484559
fa71f0d5-cbf6-4319-9a45-90e79c280a2c,Ghaziabad,521383
cea3dee2-5ddb-4805-92b2-3f6238eafcad,Chennai,124553
c477fb55-af55-4810-bbf9-c5fcbe582644,Rourkela,036221
975b0a9e-8dc2-418b-84d8-0c3418069d06,Chittoor,277264
dbc9206f-ec29-411e-8ad4-29fe341dbf9d,Tadipatri,855852
d4c3ed1d-5f72-4814-a9e0-d038ccf842e1,Bhimavaram,252516
d08ba942-5789-4478-9f6e-438e7306dd1f,Ambala,759171
53a5e366-424e-4a0d-93db-a013d8031121,Naihati,805491
d641852c-bfe3-429e-a984-9b64043a1f72,Sultan Pur Majra,447353
fc3d4537-1e0e-483a-8d8a-f2bced46a45f,Ajmer,784171
eee1b98f-948f-440a-a678-3c507049b32d,Amaravati,973449
5d12d7ba-e2d9-416d-b56c-9efd9bbb4295,Vadodara,378803
216aec8e-e7f2-4572-81ff-0f13c418d648,Amravati,611338
f3c31d54-005c-4d8f-bbc2-a35dc68ad012,Purnia,878828
c6e9673f-44dd-450e-b45e-0420036756b9,Nagercoil,787304
bd01ee22-0ce7-47d4-baac-a97482565f90,Udaipur,152174
13d91e9b-3a77-435f-b77f-09bccdf4dc0b,Khammam,537801
ab72c0d9-0e51-4738-a4d8-b2064aae9034,Raurkela Industrial Township,734467
91236cbc-23ac-4886-8acc-e2af7041b504,Nangloi Jat,629691
b9b42a15-09b6-460a-9fc4-7bfb182b5f92,Rajahmundry,629994
0c7eb29d-b40b-435c-bca8-fc85d04d4b5d,Chinsurah,509999
9765f3bb-a10c-4ac8-9877-c69d80068dfa,Vadodara,089857
fd0b5fc9-f826-4757-b7b4-a92dfd9ddbcb,Gangtok,835211
9e8c5707-566d-43f7-8e1e-389ee05b7f3b,Nagaon,424648
1284149c-75e6-4a59-be39-8cda8c9eca4f,Udupi,957285
b09a847a-3c6d-46a9-b7ad-e09a17d8f34f,Ozhukarai,828190
d0c66db9-244d-47d0-8af0-381c7bb4f8a1,Asansol,797891
577d69f7-6327-4428-b45d-2b502dc756aa,Dewas,971705
1e5f236e-2267-46e0-8b62-141313515e4e,Firozabad,143672
ff62f9a5-d88d-49bd-84ef-37a2aafae4f8,Nagaon,123038
e421189f-8adc-4f8d-8ae2-88a61bba27a8,Raebareli,193978
aa9fd3a2-c9c8-4086-ae12-66f17a6627fe,Panipat,900992
3571d174-f543-407d-942a-72507ec7f5b2,Raiganj,905528
e640a21c-5ba2-402c-b76b-c683e9fdde98,Bhusawal,351588
a6c00300-1321-47b7-9509-e43d0959195d,Madhyamgram,532601
935f9b72-a784-4c44-a4c0-c0ae0e6e8ce2,Ramgarh,910382
3379b90c-dcb8-420f-ab12-e1c523b87336,Aizawl,551360
c3f71665-e69a-4cec-822c-e666b142b5dd,Bettiah,818104
cc9fa3a7-9029-4f95-9997-afbb9512831d,Ghaziabad,437361
3b71f8e8-e122-4799-bb25-7b4c953f13ac,Bettiah,366271
526da666-9b2b-489a-9072-d21d9274d140,Karnal,933539
4b3a1288-e272-4b83-9245-fec359fa0c15,Chennai,856154
0240290b-ee49-4dda-bb3e-28c0195abaa7,Shahjahanpur,566397
88d74ef6-9f40-4804-aa20-e283a46380be,Raurkela Industrial Township,116436
7daeca34-98db-4de6-a4e9-a1afd98bf71c,Guntur,772702
b0470bc8-a622-49d1-8e5b-ff7b0a36aead,Burhanpur,053428
fad7fffa-9604-4ff9-8a39-943ed02aa2f9,Burhanpur,416101
a38e4f3f-fa2e-40cb-9058-6b8748bf939d,North Dumdum,584640
6ddd532e-b0f3-4e2a-a0b7-4eb4cfb955aa,Amravati,388027
8fb75b9b-c90f-4763-8a24-9d791c1fb380,Bangalore,276362
fa5e7257-cec8-4b59-8779-331e9c36f667,Firozabad,471893
34451ad8-d189-4f79-aee1-354bc382c128,Rajpur Sonarpur,969067
8ac62356-bbe9-435c-b8b7-9779fd1a6e4f,Bhilwara,922884
3e236a4e-56e4-4454-9f0d-af2798660a4f,Gopalpur,513587
d0ce3460-f83b-42ed-83f7-f378d923d227,Pallavaram,743068
be4c76c5-aca6-43a1-8255-8b4e15edcbde,Aligarh,403439
c0ea31c2-edb3-4116-99c0-d9a098f1e0ed,Guna,387758
70e964ea-313b-4ed0-812d-d3e6fdb05e00,Muzaffarpur,647704
2251ac59-6e5f-4432-afe8-ccea93cec1b8,Muzaffarpur,909153
56b68931-8559-4c50-b187-e6f8c352a6a9,Lucknow,826254
37622375-535d-46cb-9644-424b8626aa97,Thane,123190
e43f2df5-ceab-4d34-85cb-0523ced66962,Hospet,204410
b776c95f-6aa6-406c-bec8-4cb29875aceb,Shimla,193245
639b31f2-8d8a-45f3-b822-cbf543283814,Suryapet,097941
a71cbbae-f411-49e6-8fe3-49d1556ea36c,Asansol,870987
5edefd4a-80fd-493a-af24-49952a161e59,Pali,963225
4af86969-e965-47a3-b77a-748ae3709595,Shimla,224043
1bb3f962-a021-49fd-962c-7a05cf7c38a8,Gurgaon,189003
05ed2e0d-72e9-4498-a211-f3cce76a8244,Eluru,163070
3a43763a-982c-4eaf-afef-e8bc699c16c9,Bongaigaon,720200
8759f6e5-ea6b-42bb-a6ca-de274f214bbc,Patiala,621953
d45db76e-ff05-4bb9-b9b3-f9e7e94a870d,Tinsukia,057795
b4bcbc0b-8975-4b24-96c9-a144709117b0,Allahabad,732590
e83c5a92-5471-46ba-972b-4a2e280cab06,Surendranagar Dudhrej,971307
9393d4e3-b1c5-42ea-ae23-5bec604215fa,Nanded,138690
522bf11d-ad61-47d2-ae5b-c1538949e0f6,Aurangabad,722104
efdd1339-cc68-4181-ad7c-bf0ff89b92f2,Parbhani,171928
62118310-f3e1-4a73-9a38-394a86d6fafc,Bhalswa Jahangir Pur,744360
c07bc4cf-c751-404f-b1e4-c26bf213958a,Kamarhati,422521
7da36e55-aa38-4a9a-bb68-55feb3cd958e,Kanpur,523941
7f04895d-af6b-4b37-aeef-4ee9c3a840ac,Pune,477269
4b11fadb-e368-414d-ad21-d307f74d2a5f,Dhule,655132
6a432833-f866-47a6-aade-093e5095930f,Alappuzha,794802
446fca0e-9d22-4a50-9e99-3a128e23f4ee,Hapur,985160
0afb1d72-805c-4481-a8b8-c0be96fbaa10,Aligarh,915891
a8970c41-77fe-417c-9ac3-f4aac9addf76,Chinsurah,498647
56fe8634-97c2-4ad5-9442-79442767b1d6,Kottayam,237600
3a8d269d-41a6-4892-9aeb-94ebc0916e5e,Bijapur,408378
12b81215-c3b6-47bc-a19d-8a065464797d,Buxar,907499
87b4f110-d2cc-4224-ab2f-cb542c69fc6b,Guwahati,400698
0930c81e-e8b4-4332-95a3-6e8f913884a5,Singrauli,353484
2a14add3-ae70-4cce-b0ea-5ef059e56407,Gopalpur,082139
6f2570f5-485a-43ee-9c2a-d39e1c1c4709,Imphal,622021
7d50a1d3-c5ef-4cc9-b52b-334bbcc9595a,Kollam,205503
182aea3e-b86b-47b9-93b7-22cffb32a59f,Delhi,008863
04258355-ebb6-496b-8e70-4f05c2b35231,Sambhal,391900
711076c9-7463-455c-8935-e68d58cc08f9,Bhilai,160091
7b42f18f-29ce-4252-a1f5-715e2fa537cb,Tezpur,327379
8493d619-e127-40bc-afe8-40fb73e379a7,Tadipatri,608548
f46bc86b-3206-4d12-8b3d-dbcc9b2525fc,Motihari,746300
2ed7441e-7367-42d4-ae7e-601ff949a984,Kavali,336113
e8e334a2-9f92-4786-b358-aaa25f038867,Gwalior,815198
d2875894-dfb3-4826-8033-7818f32c380f,Rampur,829420
a6dfd562-8948-4d19-862e-046419a27ad9,Bhilwara,153534
ee550dcb-e2a2-4819-817e-7ebe4299027d,Bulandshahr,756999
eed38681-9888-4caf-8070-c76222f4445b,Anantapuram,667201
3833d317-c1de-44f8-8fa0-7ed2c1ad70a5,Jamalpur,402818
ec7b49e7-cc77-4fed-af54-5c3d2319fc0d,Durgapur,879402
a2120fbc-37f5-46ae-8928-7d2e4124c7cd,Ajmer,858174
97c8a574-8a9e-4105-a24c-3e0374da61fe,Bhavnagar,353642
fb534264-38aa-4fe5-b8c6-c0505fba64c2,Hapur,004129
6163baaf-04b4-4e97-8e24-ecf9c3d8be06,Karaikudi,851816
7856ee90-4e4f-45eb-b9e0-fed5bf040d1e,Belgaum,590461
8590e556-fbf8-4013-8f74-0eb246e3d695,Ghaziabad,923046
9a4337be-a58b-4187-8c8f-19c660006924,Nagpur,128382
80ab8e89-6aaa-4219-b9df-f9d8a0ecdc1e,Chandigarh,123296
bd463c56-0a2b-4497-8304-5f6b056adcc1,Etawah,204850
dd9d6b5e-1f2d-4859-8d2c-d187dced7790,Haldia,534460
56d11800-6da8-4f71-85d4-0eef6add54cd,Belgaum,763460
c133345e-d62b-4a84-8248-726b5a0db716,Hubli–Dharwad,305734
9e8d4663-11e7-4c23-b0f3-19b60c8bdb32,Jalgaon,358617
53874cde-37cc-42e7-bce3-d50d73de279b,Deoghar,251272
53d7910c-fc8a-4dcf-adc1-6a47ee9bfb47,Bidhannagar,866656
9f2db18c-d12a-4891-b9aa-cdb1f5e6d380,Bikaner,197687
e48ba1c4-eaae-470e-8d1a-19b170b12eb5,Durg,712903
5c7fb4b4-f5b7-4a1c-882f-32951affcdae,Kanpur,618489
a042739b-40fb-4299-913c-5cf1e0a998ca,Barasat,235434
df9f543a-a05a-4542-8b57-9ce3b3fa684b,Aizawl,682121
96344dd4-ce73-44a1-a49e-4a7d7cdfb8b0,Bhiwani,952549
6fdac5cc-16b1-4010-931e-d8221f553e91,Pune,441119
e7de0ada-39e5-4f74-b094-a6b89ae0d614,Thiruvananthapuram,827306
843cd8d1-988d-4577-a1ef-b30cf07bc1e3,Aizawl,594882
7e104c0a-f410-4670-a0c2-e6ded800e8d8,Dehri,968066
c88711f3-ad5d-46bf-bf50-350e5cca7483,Surat,110212
24c259ba-36b8-4bdc-b4c6-f486c10de6d9,Bijapur,412301
0e41bb72-75f7-40fa-9ada-b5072f498160,Faridabad,986037
659b4f7f-1de8-4f08-959c-0614bea08258,Salem,003203
814878b6-efc7-449a-95ac-0e2f247339e7,Hindupur,899901
761b866c-7858-48ad-929b-f36407ab4171,Bally,034713
70ab5106-7f53-469d-8965-fd1bf6db0e3a,Mehsana,978601
9e3f9605-6ce0-4006-9f86-4eeb082dc6b8,Bhatpara,908419
176ed941-5865-4e70-8aa5-bbac56dbb8a7,Kirari Suleman Nagar,501137
06275cff-c590-408a-b741-dd74607528c2,Rajahmundry,821072
7134ee31-90fe-45ce-b692-eb6eae78346c,Nagaon,727903
029d7227-569f-4735-9fdf-311e924124fb,Gorakhpur,160881
077028fa-30f6-482a-8f01-2ab5c22598c7,Bhatpara,399647
9f25cfac-12a0-4831-8177-c83b10be2064,Jamshedpur,753076
602abf95-e155-4007-af16-4f62862a8de6,Chennai,480855
d7eadf7c-bb29-439e-8526-dc1dde2a975d,Orai,024432
e22b411e-871a-4746-89c8-6511651995f8,Tenali,216906
4b5f7807-9326-4590-95bb-3e7716fbc1d4,Suryapet,746706
badffaec-ce5f-42ce-a007-bfb48945d66f,Raurkela Industrial Township,691395
42121d0a-5480-44b8-a38b-faa6d17f0ddf,Hubli–Dharwad,016426
494adec1-4a8c-4854-86ad-85877bf3f1ca,Kolkata,033508
ae444916-54ff-4fae-8e02-1544b69d1f31,Sangli-Miraj & Kupwad,319839
230507fe-4cb4-4341-ac9d-4c2eda9e75b5,Tumkur,813004
da408599-2da6-499f-aff4-d3fd3684dda1,Khandwa,053021
31077491-11d4-491f-9f06-9543c223e0f4,Madurai,758646
16c90c45-2b3b-4dd8-a512-a188ac3b0422,Ahmednagar,348110
a4477beb-743e-49c7-aaf0-428e857c52b2,Pune,476427
0302e6bc-b252-4cd0-936b-5f88d836f62b,Bhilai,738551
ce62e382-4fe3-4ed7-ab0c-284ac79467f8,Bongaigaon,775123
929239c7-9c9b-4ff6-99f3-8b1c1d5b1e41,Phusro,815542
f1a3aee0-bf33-437a-98cb-a52704b3e381,Ranchi,236024
72d08c23-d423-4475-90a3-8f73824f35f9,Raebareli,467720
8320d578-8332-4674-9c6a-3a722cd30737,Amritsar,107308
91174f5b-78be-46e5-9634-0e4f68deb788,Bhilai,647837
af1d86c3-0b74-4d86-a695-f825f1fcfa93,Thrissur,754380
0855997c-bbcf-44bf-96e8-123b4182f4e1,Mango,148572
23bb83b1-918a-416a-aa58-84e81c8428e4,Dhanbad,925468
3732ded7-3f2a-459c-90c1-9899c17134de,Siliguri,288407
ad6247a3-a20c-4b23-8720-1d6491ad6cdb,Haldia,207632
fdbf6d32-0442-4471-97fd-87279cc50ba0,Jabalpur,538676
6a0b6cb8-6192-4856-b4ea-3a0c202addac,Secunderabad,386879
cad55e81-bd07-44bb-85aa-8aa8e97a75e3,Vellore,488693
8207f496-9658-401f-ae1a-f60966465e54,Howrah,534050
43d06bab-186c-4eae-bd45-b77600dfb273,Bhalswa Jahangir Pur,961597
48b0cb76-57a9-4a02-b7c2-c701566cf7cb,Bardhaman,535670
43451684-0a75-4ea3-acf5-b2df5df6207e,Orai,755426
9767b426-a473-43b8-9fc8-438f57f71912,Dharmavaram,384227
b9b77248-67c3-4918-9712-783ebd152e47,Sambhal,732022
efca94c5-fbb8-49a5-aaba-98f8e6fc6c1e,Ongole,117576
e9738d92-42dc-4a6e-83a0-3e444476a92c,Pallavaram,620429
231e1e56-5723-49bb-885d-3d5fa3b279cd,Raipur,486983
941101f9-8fdc-485a-bae2-503aff16ff5c,Dindigul,169039
57766d97-f372-49e7-b5f2-29583d4b10df,Gaya,269801
ef94d0a2-e0df-4930-b23e-52e150f47672,Udaipur,471068
39d8e958-bf13-4d90-ad9b-bd2589b1848e,Madurai,703163
fe1123ce-4260-4176-bd6d-608e4fb39c90,Thane,004933
5b5ba1f9-4c5d-4f6f-b653-0ef094e144a1,Haridwar,244693
af232e9a-686d-487e-a6fc-3573eee95091,Gandhidham,947638
77cdb6f9-6b52-4434-8c15-4a49a95826c0,Panvel,906540
3b4b5fce-c419-409a-93be-73944e72a940,Etawah,193932
ea553b21-cc0b-40c0-8c94-de8d778dd533,Sangli-Miraj & Kupwad,281291
bdbb609d-3e20-444a-9ac1-308c2e3d9cd0,Korba,049602
d9091206-3258-48f1-a489-05b0ffe25b38,Gurgaon,652728
8be724c3-1e25-4834-89c6-a2cf551b1f93,Raurkela Industrial Township,974995
